Positive,Neutral,Negative,Compound,numQuest,numChars,numPers
0.155,0.845,0,0.5106,0,113,1
0,0.349,0.651,-0.6808,0,34,0
0.483,0.517,0,0.8805,0,93,0
0.285,0.715,0,0.6988,1,90,0
0.113,0.887,0,0.4199,1,131,0
0,1,0,0,0,33,1
0,1,0,0,0,115,1
0,1,0,0,0,100,2
0,1,0,0,0,135,0
0,1,0,0,1,36,0
0.237,0.763,0,0.4215,0,56,1
0.513,0.487,0,0.6449,0,45,0
0.176,0.824,0,0.5927,0,112,0
0,1,0,0,0,43,0
0.179,0.821,0,0.3612,0,105,8
0.396,0.259,0.344,0.5279,0,91,6
0,1,0,0,0,91,0
0.292,0.708,0,0.4374,0,58,0
0.142,0.858,0,0.357,0,122,3
0,1,0,0,6,80,0
0.187,0.813,0,0.3182,0,63,0
0.16,0.84,0,0.6114,0,130,2
0,0.5,0.5,-0.7189,0,54,0
0.214,0.786,0,0.5473,0,117,3
0.438,0.338,0.224,0.4402,0,37,0
0.079,0.767,0.153,-0.3919,0,102,0
0.761,0.239,0,0.4926,0,17,0
0.492,0.508,0,0.7003,1,46,0
0.125,0.755,0.121,0.0129,0,68,1
0.42,0.58,0,0.4404,0,35,0
0,0.444,0.556,-0.3612,0,28,0
0,0.758,0.242,-0.1531,0,37,0
0.289,0.711,0,0.6892,0,97,0
0.306,0.694,0,0.6486,0,67,0
0,0.714,0.286,-0.4215,0,39,0
0.239,0.761,0,0.6239,0,79,0
0,1,0,0,0,77,5
0,1,0,0,0,59,1
0,1,0,0,0,72,3
0,1,0,0,0,46,1
0.324,0.676,0,0.8619,0,133,0
0,1,0,0,1,49,5
0.313,0.687,0,0.4926,0,60,0
0.282,0.657,0.061,0.7718,0,88,0
0.583,0.417,0,0.4199,0,32,0
0.184,0.816,0,0.6369,1,127,0
0.468,0.532,0,0.6588,0,38,0
0,1,0,0,0,46,0
0,0.822,0.178,-0.0772,0,46,1
0,1,0,0,1,33,0
0,1,0,0,0,50,0
0.158,0.842,0,0.3071,0,79,0
0.203,0.707,0.089,0.5743,0,134,4
0.172,0.491,0.337,-0.4019,1,75,1
0.3,0.7,0,0.4588,1,45,0
0,0.257,0.743,-0.4389,0,22,0
0.081,0.832,0.087,-0.0387,0,134,3
0.477,0.383,0.14,0.7418,0,50,0
0,1,0,0,0,19,0
0.08,0.92,0,0.1027,0,112,3
0,0.845,0.155,-0.5106,0,132,7
0.515,0.485,0,0.7479,0,56,3
0,1,0,0,0,33,0
0.127,0.873,0,0.1901,0,99,0
0,1,0,0,0,69,1
0,1,0,0,0,33,0
0.225,0.775,0,0.4404,0,112,0
0,0.791,0.209,-0.4404,0,78,1
0,1,0,0,0,97,1
0,1,0,0,0,137,2
0.337,0.663,0,0.6808,1,119,4
0.172,0.709,0.12,0.2905,1,99,0
0.378,0.622,0,0.743,0,95,2
0.217,0.783,0,0.3612,0,76,1
0.091,0.909,0,0.2732,0,147,3
0,1,0,0,0,117,2
0,1,0,0,0,90,0
0.359,0.641,0,0.4215,0,39,1
0,0.833,0.167,-0.0516,0,49,0
0,1,0,0,0,39,1
0,1,0,0,0,76,0
0.279,0.721,0,0.7351,0,105,0
0.322,0.678,0,0.6908,0,83,4
0,0.828,0.172,-0.3612,1,86,1
0.186,0.664,0.15,0.1386,0,99,3
0,0.833,0.167,-0.2023,0,73,1
0.49,0.51,0,0.8268,1,57,3
0.205,0.795,0,0.4791,0,122,5
0,0.687,0.313,-0.6239,1,59,0
0.267,0.733,0,0.508,0,60,0
0,1,0,0,0,65,1
0.266,0.734,0,0.6114,0,66,0
0.559,0.441,0,0.886,1,72,0
0,1,0,0,0,23,0
0.126,0.681,0.193,-0.2235,0,65,3
0,1,0,0,0,64,0
0.375,0.625,0,0.6369,0,52,3
0.489,0.511,0,0.5848,0,41,0
0.188,0.812,0,0.2144,0,58,0
0.339,0.661,0,0.8003,2,96,3
0.299,0.701,0,0.7035,1,116,9
0.727,0.273,0,0.8395,0,43,0
0,0.682,0.318,-0.4939,0,70,1
0.355,0.645,0,0.296,1,36,1
0.505,0.495,0,0.6239,0,50,0
0,1,0,0,0,56,0
0.352,0.648,0,0.7938,0,104,5
0,1,0,0,0,81,1
0,0.748,0.252,-0.4007,0,72,2
0,1,0,0,0,52,2
0.549,0.451,0,0.8074,0,51,1
0.293,0.707,0,0.5759,2,72,0
0,1,0,0,0,69,0
0.205,0.734,0.06,0.6758,1,135,0
0,1,0,0,1,136,2
0,1,0,0,0,32,0
0.16,0.84,0,0.636,0,133,1
0,0.929,0.071,-0.0387,0,103,2
0,1,0,0,0,121,2
0,1,0,0,1,96,2
0,0.755,0.245,-0.0772,0,39,0
0.118,0.882,0,0.4215,1,137,9
0.51,0.49,0,0.855,0,79,1
0.36,0.64,0,0.6696,0,65,1
0,0.704,0.296,-0.5214,0,63,0
0.329,0.567,0.104,0.6981,0,82,0
0.405,0.595,0,0.5267,1,46,0
0.324,0.676,0,0.8264,0,118,0
0.325,0.675,0,0.3412,0,37,0
0.143,0.857,0,0.4588,0,109,6
0,1,0,0,0,115,2
0,0.652,0.348,-0.1531,0,43,0
0.586,0.414,0,0.8588,0,57,1
0.195,0.805,0,0.4404,0,77,0
0,1,0,0,0,20,0
0.247,0.57,0.184,0.4574,0,127,0
0,1,0,0,0,76,3
0.75,0.25,0,0.4588,0,22,0
0.216,0.784,0,0.296,0,56,3
0,0.637,0.363,-0.6896,2,79,1
0.288,0.488,0.224,0.3182,0,86,2
0.384,0.392,0.225,0.2579,0,50,0
0.302,0.698,0,0.0772,0,31,0
0.085,0.812,0.103,-0.128,0,138,0
0.246,0.643,0.111,0.4508,0,111,2
0.417,0.378,0.205,0.6027,1,60,0
0.095,0.628,0.277,-0.6706,0,128,2
0.23,0.77,0,0.5093,0,73,0
0,0.636,0.364,-0.8832,0,120,3
0.5,0.5,0,0.4588,0,31,0
0.785,0.215,0,0.8065,0,33,0
0.455,0.545,0,0.3612,0,22,0
0,1,0,0,0,27,0
0,1,0,0,0,90,0
0.233,0.767,0,0.7052,2,122,0
0.171,0.829,0,0.4753,0,84,0
0.649,0.351,0,0.5719,0,16,0
0.181,0.819,0,0.6607,0,130,4
0.106,0.894,0,0.2263,0,100,0
0,1,0,0,0,34,0
0.435,0.565,0,0.8576,0,67,1
0,0.715,0.285,-0.4199,0,58,0
0.081,0.769,0.15,-0.2023,0,127,0
0,0.536,0.464,-0.6369,0,46,1
0.123,0.779,0.098,0.1511,0,135,0
0,0.8,0.2,-0.3612,0,67,1
0.211,0.789,0,0.5859,0,135,4
0.369,0.584,0.047,0.8689,0,127,2
0.203,0.64,0.158,0.2304,0,92,1
0.24,0.266,0.494,-0.5893,0,44,0
0,1,0,0,0,123,1
0,0.81,0.19,-0.2755,0,69,1
0.102,0.898,0,0.3612,1,127,1
0.341,0.61,0.049,0.891,0,129,4
0.56,0.44,0,0.6239,0,39,0
0.126,0.576,0.298,-0.5106,0,95,3
0.448,0.552,0,0.5023,0,36,0
0,1,0,0,0,28,0
0.278,0.722,0,0.7326,0,93,0
0.401,0.599,0,0.8114,0,71,0
0.424,0.576,0,0.8114,0,75,1
0.298,0.616,0.086,0.7088,0,136,0
0.355,0.559,0.086,0.7424,0,85,0
0.204,0.549,0.247,0.126,1,106,1
0,0.69,0.31,-0.3818,0,57,1
0,0.811,0.189,-0.2732,0,62,0
0,1,0,0,0,103,1
0.127,0.873,0,0.1531,1,74,2
0.095,0.905,0,0.2263,0,131,2
0,0.811,0.189,-0.3612,1,78,0
0.403,0.597,0,0.4019,0,30,0
0.098,0.73,0.171,-0.3167,0,124,3
0.24,0.76,0,0.7171,0,120,0
0,1,0,0,0,39,4
0,1,0,0,0,84,2
0.245,0.755,0,0.3818,0,64,3
0,1,0,0,0,51,1
0.306,0.694,0,0.296,0,39,0
0.483,0.517,0,0.4215,0,24,0
0.159,0.648,0.193,0.2498,0,79,0
0.258,0.742,0,0.5399,0,77,2
0.153,0.847,0,0.4019,1,93,2
0,1,0,0,0,40,0
0.301,0.699,0,0.6806,0,94,0
0,1,0,0,0,84,1
0.153,0.847,0,0.4019,0,87,0
0.42,0.58,0,0.4404,0,32,1
0,1,0,0,1,40,0
0.309,0.691,0,0.8172,0,122,2
0,1,0,0,0,36,1
0,1,0,0,1,116,0
0,0.776,0.224,-0.3818,1,62,0
0.477,0.365,0.158,0.6555,0,56,5
0,0.785,0.215,-0.4767,0,106,2
0,0.838,0.162,-0.4703,0,134,1
0.507,0.373,0.119,0.7351,0,58,2
0,1,0,0,1,100,8
0,1,0,0,0,100,3
0.298,0.702,0,0.802,1,101,1
0.185,0.815,0,0.7185,0,121,0
0.231,0.655,0.114,0.4019,0,100,2
0.316,0.503,0.181,0.555,0,137,0
0.216,0.668,0.116,0.4482,0,87,0
0,1,0,0,0,28,0
0.271,0.561,0.169,0.1179,0,71,0
0.173,0.602,0.225,-0.1754,0,58,0
0.32,0.68,0,0.8122,0,128,1
0,1,0,0,0,27,0
0,1,0,0,0,144,1
0,0.918,0.082,-0.0857,0,84,0
0.518,0.482,0,0.5093,0,41,0
0,1,0,0,2,142,0
0,1,0,0,1,114,4
0,1,0,0,0,41,0
0.247,0.753,0,0.6792,0,90,0
0.599,0.401,0,0.4574,0,24,0
0.213,0.787,0,0.5556,1,136,2
0.213,0.787,0,0.6908,0,128,0
0.643,0.357,0,0.802,0,43,1
0.263,0.737,0,0.3612,0,45,0
0.179,0.821,0,0.6988,0,147,1
0.352,0.521,0.127,0.5972,0,72,0
0.219,0.657,0.124,0.3164,0,87,1
0,0.774,0.226,-0.1901,0,55,1
0,0.921,0.079,-0.2462,0,129,3
0.556,0.444,0,0.3612,0,18,0
0.534,0.466,0,0.7825,0,51,0
0,1,0,0,0,138,3
0,1,0,0,0,11,0
0.206,0.794,0,0.0772,0,37,0
0.468,0.532,0,0.8655,0,78,1
0.259,0.741,0,0.2732,0,49,2
0,1,0,0,0,26,0
0.425,0.575,0,0.5719,0,34,0
0.137,0.863,0,0.2263,0,72,0
0.223,0.777,0,0.0382,0,31,0
0.355,0.403,0.242,0.1032,1,58,0
0,1,0,0,0,31,0
0.366,0.483,0.152,0.4767,0,68,0
0.647,0.353,0,0.6705,0,31,0
0,1,0,0,0,36,3
0.114,0.677,0.209,-0.3071,0,123,0
0.67,0.33,0,0.7974,0,53,0
0.355,0.645,0,0.5106,0,44,0
0.592,0.408,0,0.4404,0,21,0
0,0.909,0.091,-0.0772,0,105,0
0.171,0.829,0,0.4767,0,99,4
0,0.613,0.387,-0.2244,0,28,0
0.076,0.821,0.103,-0.1163,0,94,2
0,1,0,0,0,14,0
0,0.779,0.221,-0.3724,0,73,0
0.16,0.84,0,0.6369,0,138,2
0.315,0.685,0,0.8294,0,130,0
0.412,0.588,0,0.4215,1,41,0
0.355,0.645,0,0.296,0,39,0
0,1,0,0,0,116,1
0,1,0,0,0,81,0
0.087,0.913,0,0.2263,0,123,4
0.6,0.4,0,0.4588,0,28,0
0.667,0.333,0,0.7906,0,40,0
0.315,0.685,0,0.3182,0,44,0
0,1,0,0,0,12,0
0,0.577,0.423,-0.296,1,23,0
0.697,0.303,0,0.7845,0,35,1
0,1,0,0,1,25,0
0.289,0.497,0.213,0.3818,1,135,1
0.13,0.87,0,0.5562,0,123,4
0.257,0.743,0,0.4137,2,69,0
0.656,0.344,0,0.694,0,47,0
0.485,0.515,0,0.5803,2,43,0
0.461,0.539,0,0.8553,0,87,1
0,1,0,0,0,40,0
0.481,0.519,0,0.7568,0,57,0
0.412,0.588,0,0.4215,0,33,0
0,1,0,0,0,45,6
0,0.846,0.154,-0.6114,0,137,0
0,0.771,0.229,-0.6187,0,110,2
0.237,0.763,0,0.4215,0,56,3
0,1,0,0,0,11,0
0,0.9,0.1,-0.2732,1,109,2
0.15,0.667,0.183,-0.2023,0,124,3
0,1,0,0,0,56,0
0.419,0.581,0,0.855,0,91,0
0.285,0.715,0,0.3382,0,54,0
0.268,0.732,0,0.5093,0,59,0
0.3,0.7,0,0.5319,0,60,0
0,1,0,0,0,49,1
0.13,0.87,0,0.4019,1,133,4
0,1,0,0,0,39,0
0.239,0.761,0,0.5267,0,106,5
0.252,0.748,0,0.4019,0,59,0
0.162,0.838,0,0.4404,0,90,2
0.174,0.826,0,0.2263,0,72,0
0,1,0,0,0,59,1
0,1,0,0,0,30,0
0,1,0,0,0,73,0
0,1,0,0,0,42,0
0.537,0.463,0,0.54,0,28,0
0.444,0.556,0,0.4926,0,29,0
0.191,0.67,0.139,0.4157,1,133,1
0.185,0.588,0.227,-0.128,0,59,1
0.35,0.65,0,0.6588,0,71,0
0.254,0.746,0,0.7269,0,97,1
0.117,0.701,0.182,-0.34,0,115,9
0.3,0.7,0,0.4588,0,58,1
0.188,0.812,0,0.4588,0,73,0
0.099,0.901,0,0.1901,0,104,0
0.38,0.62,0,0.7893,0,95,2
0.128,0.872,0,0.296,0,93,3
0.298,0.497,0.205,0.1759,0,77,2
0.248,0.579,0.174,0.3695,3,106,0
0.152,0.848,0,0.3612,0,89,4
0,1,0,0,1,86,2
0.308,0.556,0.136,0.6588,1,88,0
0.558,0.442,0,0.8207,0,55,0
0.207,0.55,0.242,-0.2864,0,129,1
0.5,0.5,0,0.6124,0,39,0
0,1,0,0,0,12,0
0.15,0.85,0,0.3182,0,83,1
0.232,0.509,0.259,-0.1873,0,130,1
0.216,0.48,0.304,-0.2732,0,51,0
0.322,0.678,0,0.7339,0,86,0
0.771,0.229,0,0.7735,0,26,0
0,1,0,0,0,69,1
0.445,0.473,0.083,0.9055,0,121,0
0,0.902,0.098,-0.0516,0,57,0
0,0.616,0.384,-0.5574,0,74,0
0,1,0,0,0,72,5
0,1,0,0,0,25,0
0.115,0.769,0.115,0,0,91,0
0.67,0.33,0,0.7263,0,33,0
0,1,0,0,0,26,0
0,1,0,0,0,36,0
0.266,0.686,0.048,0.75,0,117,1
0,1,0,0,0,14,0
0,1,0,0,0,52,0
0.138,0.69,0.172,-0.1779,0,105,0
0.492,0.508,0,0.9118,0,78,0
0,0.787,0.213,-0.2244,0,51,0
0,0.72,0.28,-0.5983,1,68,0
0.234,0.653,0.113,0.4883,0,132,3
0,1,0,0,0,40,0
0.223,0.777,0,0.7213,1,138,1
0.105,0.755,0.14,-0.228,0,136,2
0,0.867,0.133,-0.3182,0,110,2
0.42,0.58,0,0.2905,0,38,0
0.426,0.574,0,0.6369,0,65,0
0.467,0.533,0,0.8353,0,73,0
0.216,0.784,0,0.296,0,63,2
0.492,0.508,0,0.7003,0,62,0
0,0.759,0.241,-0.5423,0,70,0
0,0.864,0.136,-0.296,0,92,0
0,0.808,0.192,-0.2255,0,59,0
0.313,0.687,0,0.8074,0,132,0
0,1,0,0,1,116,0
0.323,0.511,0.166,0.4023,1,93,0
0,1,0,0,1,127,6
0,1,0,0,0,127,0
0.583,0.417,0,0.6369,0,28,1
0.206,0.794,0,0.3818,0,63,0
0,0.909,0.091,-0.0772,0,77,0
0.354,0.646,0,0.6588,0,59,0
0,1,0,0,1,37,0
0,1,0,0,0,49,0
0.178,0.822,0,0.5362,2,100,0
0,1,0,0,0,66,2
0.677,0.323,0,0.6369,0,21,0
0,0.632,0.368,-0.5667,0,63,1
0,0.799,0.201,-0.4153,0,94,3
0,1,0,0,0,73,1
0.098,0.725,0.178,-0.296,0,136,1
0.15,0.85,0,0.3182,0,92,1
0,0.513,0.487,-0.69,0,52,0
0.291,0.709,0,0.8126,1,113,2
0.455,0.545,0,0.8966,0,97,0
0.373,0.627,0,0.5526,1,55,0
0.125,0.875,0,0.4574,0,114,1
0.238,0.65,0.111,0.4069,0,104,2
0.565,0.435,0,0.7783,0,67,0
0.277,0.723,0,0.3182,0,43,1
0,0.745,0.255,-0.5849,0,105,1
0,1,0,0,0,81,0
0.115,0.885,0,0.296,0,112,3
0.447,0.553,0,0.8356,0,77,0
0.313,0.687,0,0.8755,0,138,1
0,1,0,0,0,107,4
0.32,0.68,0,0.5106,0,51,0
0,1,0,0,0,47,0
0.35,0.65,0,0.4995,0,50,0
0.767,0.233,0,0.5093,0,21,0
0.126,0.608,0.267,-0.5392,1,116,1
0.164,0.836,0,0.4497,1,111,1
0.171,0.681,0.148,0.0762,0,55,0
0,1,0,0,0,53,1
0,0.885,0.115,-0.4585,0,125,8
0.309,0.691,0,0.7003,1,84,0
0,0.877,0.123,-0.4215,0,131,2
0.098,0.902,0,0.34,1,137,0
0,1,0,0,0,48,0
0,0.795,0.205,-0.4767,1,90,0
0,0.667,0.333,-0.7184,0,86,0
0,0.908,0.092,-0.2808,0,125,0
0.245,0.563,0.193,0.3149,0,114,1
0.665,0.335,0,0.9508,0,91,6
0.357,0.643,0,0.5972,0,53,0
0.74,0.26,0,0.9077,0,45,0
0.403,0.597,0,0.7257,0,74,1
0.51,0.49,0,0.6369,0,48,1
0.5,0.432,0.068,0.9326,0,108,1
0.241,0.759,0,0.6908,0,116,1
0.392,0.608,0,0.7959,0,85,3
0.458,0.542,0,0.6408,0,42,1
0.117,0.883,0,0.5106,0,126,0
0.449,0.551,0,0.7983,0,86,0
0.356,0.594,0.05,0.8966,0,138,2
0,0.82,0.18,-0.296,0,96,2
0,0.659,0.341,-0.4767,0,49,1
0.18,0.465,0.356,-0.5707,0,126,1
0.523,0.477,0,0.2942,0,19,0
0,1,0,0,0,32,1
0,1,0,0,0,42,0
0,0.814,0.186,-0.4098,3,90,0
0,1,0,0,0,50,0
0,0.86,0.14,-0.4439,0,112,1
0.233,0.767,0,0.6423,0,75,0
0.335,0.527,0.138,0.7069,1,88,1
0.284,0.579,0.137,0.6767,2,116,1
0.761,0.239,0,0.4926,0,17,0
0.303,0.697,0,0.75,0,119,6
0.185,0.662,0.152,0.128,0,60,0
0,1,0,0,0,59,4
0,1,0,0,0,39,0
0.174,0.688,0.138,0.1901,1,136,3
0,1,0,0,0,47,0
0,1,0,0,0,40,0
0,1,0,0,0,36,0
0,1,0,0,0,40,0
0,1,0,0,0,40,0
0,0.898,0.102,-0.2044,0,88,0
0,0.462,0.538,-0.5423,0,25,0
0,1,0,0,1,73,0
0.524,0.476,0,0.765,0,52,0
0.592,0.408,0,0.4404,0,27,0
0,0.693,0.307,-0.4767,0,46,0
0.15,0.85,0,0.1511,0,67,0
0,0.488,0.512,-0.2732,0,17,0
0.602,0.398,0,0.9341,0,92,3
0.252,0.748,0,0.6597,0,115,2
0.348,0.652,0,0.9046,1,138,0
0,1,0,0,0,41,0
0,1,0,0,3,24,0
0,1,0,0,0,53,0
0.071,0.929,0,0.0772,1,101,1
0.583,0.417,0,0.6369,0,30,0
0.649,0.351,0,0.5719,0,30,1
0.109,0.786,0.105,0.0258,0,135,8
0.414,0.586,0,0.925,0,130,2
0,0.642,0.358,-0.4201,0,50,0
0,0.861,0.139,-0.308,0,90,1
0.324,0.529,0.147,0.5719,0,113,4
0.666,0.334,0,0.6114,0,30,0
0.166,0.723,0.111,0.2481,0,94,3
0.162,0.838,0,0.4012,0,87,3
0.107,0.637,0.256,-0.5766,0,122,1
0,0.723,0.277,-0.3182,1,52,2
0,1,0,0,0,89,0
0.188,0.603,0.209,-0.0814,0,63,0
0.153,0.714,0.133,0.0516,0,56,3
0.181,0.645,0.174,0.0258,0,79,1
0.298,0.702,0,0.872,0,128,1
0,0.435,0.565,-0.3818,0,23,1
0,0.804,0.196,-0.296,0,68,0
0,0.87,0.13,-0.555,0,136,3
0.533,0.467,0,0.9109,0,119,2
0,1,0,0,2,138,3
0.375,0.625,0,0.2023,0,28,0
0,1,0,0,0,58,0
0.244,0.756,0,0.3089,0,45,3
0.066,0.78,0.154,-0.1511,0,135,0
0,1,0,0,0,18,0
0.132,0.749,0.119,0.0912,0,129,0
0.583,0.417,0,0.4199,0,23,0
0.094,0.791,0.115,-0.1098,1,116,6
0.234,0.532,0.234,0,0,44,0
0.231,0.769,0,0.4588,0,78,0
0.638,0.362,0,0.8316,0,49,0
0,1,0,0,0,104,1
0.343,0.657,0,0.744,0,104,3
0.451,0.549,0,0.8421,0,92,1
0,1,0,0,0,98,2
0.205,0.795,0,0.627,0,102,3
0,0.732,0.268,-0.6705,0,119,2
0.372,0.628,0,0.7717,1,97,2
0,0.392,0.608,-0.4767,0,24,1
0.073,0.866,0.06,0.09,0,137,2
0,0.717,0.283,-0.6908,0,127,2
0.071,0.929,0,0.1531,0,119,3
0.381,0.619,0,0.8122,0,92,1
0.143,0.857,0,0.4588,1,111,0
0.335,0.583,0.082,0.8118,0,134,2
0.744,0.256,0,0.4404,0,18,0
0,1,0,0,0,54,0
0.169,0.741,0.09,0.3595,0,97,1
0,1,0,0,0,70,0
0.296,0.704,0,0.85,0,138,1
0.112,0.888,0,0.3108,0,101,3
0.066,0.873,0.061,0.0387,0,138,0
0.435,0.565,0,0.7319,4,59,0
0.356,0.5,0.144,0.5276,0,66,0
0,0.784,0.216,-0.5267,1,92,1
0,0.79,0.21,-0.6487,0,115,8
0.254,0.651,0.095,0.4882,0,87,6
0.352,0.512,0.136,0.8572,0,136,0
0.207,0.729,0.065,0.6693,0,138,6
0.247,0.586,0.167,0.5349,0,131,1
0.353,0.353,0.294,0.128,0,29,3
0.405,0.455,0.141,0.7783,0,90,8
0.201,0.676,0.123,0.4515,4,108,0
0.069,0.72,0.211,-0.5464,0,141,7
0.218,0.682,0.1,0.4484,0,123,3
0.229,0.716,0.055,0.6288,3,114,2
0.562,0.37,0.068,0.9436,0,124,2
0,1,0,0,0,48,1
0.443,0.557,0,0.9442,1,135,2
0.394,0.472,0.134,0.5106,0,51,1
0.129,0.871,0,0.5719,0,138,1
0.268,0.732,0,0.7887,0,120,0
0.369,0.631,0,0.5434,0,47,2
0.242,0.758,0,0.4926,0,67,0
0.311,0.564,0.125,0.6841,0,83,0
0.469,0.531,0,0.795,0,64,0
0,1,0,0,1,52,0
0.515,0.485,0,0.8625,0,89,0
0.141,0.859,0,0.4215,0,115,7
0.127,0.462,0.41,-0.7096,0,90,11
0.2,0.8,0,0.3612,1,79,2
0.428,0.572,0,0.4574,0,31,0
0.418,0.412,0.171,0.7184,0,84,1
0.166,0.834,0,0.6588,1,127,1
0.492,0.508,0,0.4404,0,26,0
0,0.891,0.109,-0.4215,0,133,0
0.583,0.417,0,0.4199,0,19,0
0,1,0,0,0,121,2
0.326,0.674,0,0.4404,0,60,2
0.355,0.645,0,0.5106,0,36,0
0,0.862,0.138,-0.2944,0,129,2
0.261,0.623,0.116,0.3885,0,57,2
0.287,0.713,0,0.8427,2,128,0
0,1,0,0,0,125,1
0.791,0.209,0,0.5826,0,20,0
0.414,0.586,0,0.872,0,108,3
0.164,0.836,0,0.3724,0,97,0
0,0.794,0.206,-0.5267,0,131,5
0,0.761,0.239,-0.296,0,56,0
0.254,0.643,0.103,0.5448,0,115,2
0,0.617,0.383,-0.68,0,75,6
0.407,0.593,0,0.5859,1,58,0
0,1,0,0,0,66,2
0,1,0,0,0,45,0
0,0.824,0.176,-0.6466,0,132,1
0,1,0,0,0,30,0
0,0.922,0.078,-0.1531,0,112,0
0,1,0,0,0,103,0
0,0.933,0.067,-0.0772,0,108,1
0.144,0.856,0,0.5473,0,126,7
0.492,0.508,0,0.4404,0,28,0
0.106,0.894,0,0.3612,1,136,1
0,1,0,0,0,43,1
0.455,0.545,0,0.3612,0,28,0
0.256,0.61,0.134,0.4588,0,119,2
0.39,0.61,0,0.4926,0,40,0
0.215,0.638,0.147,0.2664,0,72,0
0.327,0.673,0,0.5267,0,49,0
0.371,0.629,0,0.5473,1,54,2
0.041,0.678,0.28,-0.6519,0,134,9
0,0.82,0.18,-0.296,0,62,1
0,1,0,0,0,20,0
0.141,0.859,0,0.3182,0,85,1
0.417,0.583,0,0.7531,0,60,1
0.162,0.838,0,0.4019,0,99,0
0.146,0.854,0,0.4404,0,93,1
0,0.808,0.192,-0.168,2,49,3
0,1,0,0,0,70,0
0,0.534,0.466,-0.5399,0,37,0
0.384,0.431,0.185,0.4995,0,71,3
0.228,0.441,0.332,-0.2225,0,69,0
0.114,0.795,0.091,0.1531,0,138,2
0,0.864,0.136,-0.296,1,85,0
0.537,0.247,0.216,0.6351,0,50,1
0,1,0,0,0,29,3
0.176,0.824,0,0.4588,1,79,0
0,1,0,0,0,54,0
0,1,0,0,0,67,0
0.424,0.576,0,0.7096,0,64,3
0.441,0.559,0,0.7964,0,71,0
0,0.667,0.333,-0.5411,0,56,0
0,1,0,0,0,36,0
0.72,0.28,0,0.8832,0,51,0
0,1,0,0,0,24,0
0.478,0.522,0,0.8497,0,86,0
0.295,0.705,0,0.714,1,134,3
0.67,0.33,0,0.7269,0,30,0
0,0.838,0.162,-0.4767,0,100,1
0.235,0.765,0,0.611,0,80,2
0.131,0.626,0.242,-0.381,0,62,0
0.383,0.467,0.15,0.6124,1,88,1
0.122,0.878,0,0.3612,0,112,5
0.167,0.556,0.278,-0.34,0,55,1
0.272,0.728,0,0.4574,0,50,1
0.34,0.472,0.189,0.3818,0,56,1
0,1,0,0,0,48,0
0.444,0.556,0,0.34,0,25,0
0.232,0.652,0.116,0.3818,1,66,0
0,0.616,0.384,-0.9259,0,144,2
0,0.493,0.507,-0.8508,0,75,0
0,1,0,0,0,135,7
0,0.632,0.368,-0.541,0,41,0
0.435,0.565,0,0.6588,0,60,0
0.556,0.444,0,0.93,0,86,2
0,1,0,0,0,64,1
0.423,0.577,0,0.8941,0,119,1
0,1,0,0,1,83,0
0.182,0.818,0,0.4404,0,88,0
0.485,0.515,0,0.5719,0,65,1
0.12,0.829,0.051,0.3975,1,133,2
0.535,0.465,0,0.784,0,54,0
0,0.577,0.423,-0.296,0,30,0
0,1,0,0,0,31,1
0,1,0,0,0,96,2
0.274,0.726,0,0.2235,0,50,1
0.333,0.667,0,0.6696,0,60,0
0,1,0,0,1,31,0
0.516,0.484,0,0.4926,0,33,0
0,0.725,0.275,-0.7351,0,116,1
0,1,0,0,0,100,1
0.213,0.787,0,0.5838,0,90,1
0.455,0.545,0,0.3612,0,30,0
0.091,0.909,0,0.0258,0,81,7
0.281,0.719,0,0.8398,0,138,1
0.244,0.756,0,0.7955,0,137,3
0,0.694,0.306,-0.296,0,32,2
0.42,0.527,0.053,0.8793,0,129,3
0.16,0.84,0,0.466,3,108,0
0,1,0,0,1,44,0
0.592,0.408,0,0.4404,0,24,1
0.276,0.724,0,0.6369,0,68,1
0.492,0.508,0,0.4404,0,28,0
0,1,0,0,0,135,0
0.706,0.294,0,0.8625,0,48,0
0.559,0.441,0,0.5859,0,38,1
0,0.811,0.189,-0.4215,0,79,2
0,0.748,0.252,-0.4019,0,57,1
0,0.811,0.189,-0.1027,0,39,0
0,0.732,0.268,-0.5812,0,83,1
0.198,0.802,0,0.5719,0,137,1
0,0.484,0.516,-0.4939,0,36,0
0,1,0,0,0,42,0
0.283,0.717,0,0.7964,0,116,2
0.327,0.555,0.118,0.6859,0,137,7
0.191,0.809,0,0.6696,1,131,0
0.289,0.711,0,0.7845,0,101,0
0.184,0.816,0,0.5766,1,132,3
0.16,0.84,0,0.2732,1,71,0
0.744,0.256,0,0.4404,0,22,0
0,0.833,0.167,-0.296,0,75,3
0,0.694,0.306,-0.296,0,29,1
0,0.943,0.057,-0.1027,0,155,3
0.497,0.417,0.086,0.7849,0,71,0
0.173,0.827,0,0.3182,0,76,8
0.092,0.788,0.12,-0.4215,0,138,1
0.333,0.667,0,0.3612,0,38,0
0.276,0.613,0.112,0.6759,2,116,1
0.202,0.798,0,0.6486,1,136,10
0.335,0.505,0.161,0.4215,0,105,7
0.525,0.475,0,0.9227,0,109,0
0,0.726,0.274,-0.2235,0,36,0
0,1,0,0,0,22,0
0.119,0.752,0.128,-0.0516,0,119,3
0.452,0.548,0,0.5095,0,29,0
0.359,0.641,0,0.4215,0,46,0
